,Timestep,timestep_time_taken,compute_velocity_time_taken,rhs_time_taken,possion_time_taken,update_velocity_time_taken,boundary_time_taken,x,y,sbatch_nodes,sbatch_tasks,omp_threads
0,0.0,0.001665,0.017715,0.003057,0.274872,0.00248,0.000898,2000,400,4,8,12
1,0.002109,0.000757,0.016783,0.002541,0.248813,0.002712,0.001034,2000,400,4,8,12
2,0.004218,0.000704,0.020418,0.003064,0.252791,0.002765,0.000985,2000,400,4,8,12
3,0.006326,0.000696,0.020979,0.003156,0.253634,0.003192,0.001091,2000,400,4,8,12
4,0.008435,0.00079,0.021532,0.003199,0.247541,0.002696,0.001003,2000,400,4,8,12
5,0.010544,0.000674,0.022,0.003229,0.253925,0.002758,0.000925,2000,400,4,8,12
6,0.012653,0.000661,0.021921,0.003238,0.246934,0.003077,0.000936,2000,400,4,8,12
7,0.014762,0.000774,0.022095,0.003265,0.256665,0.002785,0.000961,2000,400,4,8,12
8,0.01687,0.000731,0.021818,0.003241,0.245581,0.002977,0.000943,2000,400,4,8,12
9,0.018979,0.000818,0.022068,0.003257,0.246751,0.002997,0.000953,2000,400,4,8,12
10,0.021088,0.000791,0.021848,0.003234,0.258265,0.003493,0.000994,2000,400,4,8,12
11,0.023197,0.000672,0.021887,0.003262,0.244357,0.002857,0.000898,2000,400,4,8,12
12,0.025306,0.000816,0.022094,0.003252,0.248647,0.002926,0.001059,2000,400,4,8,12
13,0.027414,0.000657,0.021952,0.003294,0.245777,0.002815,0.001179,2000,400,4,8,12
14,0.029523,0.000663,0.021939,0.003287,0.249973,0.002676,0.000835,2000,400,4,8,12
15,0.031632,0.000771,0.022056,0.003254,0.250594,0.00279,0.000888,2000,400,4,8,12
16,0.033741,0.000826,0.022127,0.003337,0.26035,0.002906,0.000968,2000,400,4,8,12
17,0.03585,0.000818,0.021897,0.003287,0.255222,0.002789,0.00088,2000,400,4,8,12
18,0.037958,0.000696,0.021894,0.003255,0.245878,0.003178,0.000786,2000,400,4,8,12
19,0.040067,0.0008,0.021968,0.003293,0.251002,0.003223,0.001063,2000,400,4,8,12
20,0.042176,0.0007,0.021958,0.003338,0.245007,0.002754,0.00092,2000,400,4,8,12
21,0.044285,0.000709,0.022219,0.003254,0.250242,0.002883,0.000995,2000,400,4,8,12
22,0.046394,0.00073,0.022398,0.003376,0.252305,0.002838,0.000918,2000,400,4,8,12
23,0.048502,0.000724,0.022547,0.003272,0.244467,0.002802,0.000848,2000,400,4,8,12
24,0.050611,0.000753,0.022685,0.00337,0.243712,0.002956,0.001013,2000,400,4,8,12
25,0.05272,0.000743,0.022687,0.003415,0.255497,0.002796,0.000998,2000,400,4,8,12
26,0.054829,0.000668,0.022785,0.003286,0.238804,0.002967,0.000816,2000,400,4,8,12
27,0.056938,0.000738,0.022612,0.003402,0.250917,0.002783,0.000867,2000,400,4,8,12
28,0.059046,0.000751,0.022738,0.003377,0.25305,0.00365,0.001109,2000,400,4,8,12
29,0.061155,0.000664,0.0227,0.003476,0.242565,0.002969,0.001014,2000,400,4,8,12
30,0.063264,0.000681,0.02278,0.003494,0.244724,0.002809,0.000974,2000,400,4,8,12
31,0.065373,0.000727,0.022704,0.003431,0.254174,0.003233,0.000898,2000,400,4,8,12
32,0.067482,0.000818,0.022658,0.003586,0.254817,0.002992,0.000945,2000,400,4,8,12
33,0.06959,0.000678,0.02281,0.003251,0.248372,0.002713,0.000926,2000,400,4,8,12
34,0.071699,0.000793,0.022715,0.003302,0.251318,0.002866,0.000953,2000,400,4,8,12
35,0.073808,0.000706,0.02271,0.003396,0.243893,0.003118,0.000847,2000,400,4,8,12
36,0.075917,0.000782,0.0226,0.00342,0.243319,0.003111,0.000709,2000,400,4,8,12
37,0.078026,0.000735,0.022588,0.003451,0.256113,0.002899,0.000933,2000,400,4,8,12
38,0.080134,0.000673,0.022593,0.003517,0.255758,0.003196,0.000971,2000,400,4,8,12
39,0.082243,0.000675,0.02271,0.003506,0.250886,0.002782,0.000917,2000,400,4,8,12
40,0.084352,0.000723,0.022624,0.003427,0.240608,0.002956,0.000773,2000,400,4,8,12
41,0.086461,0.000743,0.022572,0.003471,0.24991,0.002955,0.000745,2000,400,4,8,12
42,0.08857,0.000753,0.02261,0.003588,0.246905,0.00287,0.00093,2000,400,4,8,12
43,0.090679,0.000671,0.022685,0.003493,0.253232,0.002806,0.000875,2000,400,4,8,12
44,0.092787,0.000661,0.022583,0.003423,0.25037,0.002881,0.000914,2000,400,4,8,12
45,0.094896,0.000792,0.022711,0.003477,0.263202,0.003266,0.000827,2000,400,4,8,12
46,0.097005,0.000747,0.022721,0.003634,0.246249,0.002745,0.000833,2000,400,4,8,12
47,0.099114,0.000796,0.02276,0.003568,0.254017,0.002795,0.000933,2000,400,4,8,12
48,0.101223,0.000685,0.022725,0.003512,0.250721,0.002735,0.000988,2000,400,4,8,12
49,0.103331,0.000802,0.022693,0.003513,0.248202,0.002778,0.000927,2000,400,4,8,12
50,0.10544,0.000799,0.022829,0.003619,0.247702,0.002857,0.001073,2000,400,4,8,12
51,0.107549,0.00077,0.022944,0.003351,0.250089,0.002884,0.000925,2000,400,4,8,12
52,0.109658,0.000825,0.022767,0.003471,0.243489,0.002717,0.000987,2000,400,4,8,12
53,0.111767,0.000666,0.022759,0.003438,0.251132,0.00291,0.000972,2000,400,4,8,12
54,0.113875,0.000665,0.022864,0.003266,0.243246,0.003142,0.000881,2000,400,4,8,12
