,Timestep,timestep_time_taken,compute_velocity_time_taken,rhs_time_taken,possion_time_taken,update_velocity_time_taken,boundary_time_taken,x,y,sbatch_nodes,sbatch_tasks,omp_threads
0,0.0,0.000474,0.006455,0.001342,0.238924,0.001271,0.000718,1000,200,3,24,8
1,0.008435,0.000313,0.00661,0.001135,0.216469,0.001266,0.00068,1000,200,3,24,8
2,0.015503,0.000287,0.007398,0.001246,0.217887,0.001177,0.000842,1000,200,3,24,8
3,0.021906,0.000308,0.007576,0.001226,0.223418,0.001143,0.00085,1000,200,3,24,8
4,0.028049,0.000284,0.008215,0.00132,0.219813,0.001252,0.00057,1000,200,3,24,8
5,0.034028,0.000291,0.007687,0.001282,0.220159,0.001128,0.000796,1000,200,3,24,8
6,0.039904,0.000276,0.007691,0.001257,0.220519,0.001208,0.00063,1000,200,3,24,8
7,0.045732,0.000338,0.007718,0.001275,0.221037,0.001172,0.000793,1000,200,3,24,8
8,0.051521,0.000315,0.007635,0.001296,0.226145,0.001291,0.000695,1000,200,3,24,8
9,0.057231,0.000287,0.007694,0.00132,0.201556,0.001336,0.000636,1000,200,3,24,8
10,0.062871,0.000273,0.007741,0.001252,0.199036,0.001356,0.000686,1000,200,3,24,8
11,0.068462,0.00037,0.008883,0.001493,0.199035,0.001203,0.00068,1000,200,3,24,8
12,0.074023,0.000253,0.007691,0.001338,0.198282,0.001281,0.000736,1000,200,3,24,8
13,0.07958,0.000273,0.008076,0.00138,0.203469,0.001239,0.000622,1000,200,3,24,8
14,0.085152,0.000258,0.007903,0.001442,0.198848,0.001217,0.000743,1000,200,3,24,8
15,0.090753,0.000247,0.008147,0.001372,0.20093,0.001315,0.00074,1000,200,3,24,8
16,0.09638,0.000253,0.008044,0.00135,0.198003,0.001336,0.000692,1000,200,3,24,8
17,0.102041,0.000257,0.008031,0.001297,0.199602,0.001221,0.000758,1000,200,3,24,8
18,0.107743,0.000264,0.008098,0.001339,0.197927,0.001408,0.000648,1000,200,3,24,8
19,0.113488,0.00025,0.008094,0.001375,0.203563,0.001259,0.000662,1000,200,3,24,8
20,0.119277,0.000267,0.007984,0.001359,0.193345,0.001201,0.000784,1000,200,3,24,8
21,0.125107,0.000261,0.007734,0.001258,0.198398,0.001259,0.000633,1000,200,3,24,8
22,0.130979,0.000305,0.007756,0.001261,0.203538,0.001257,0.000672,1000,200,3,24,8
23,0.13689,0.000251,0.007705,0.001318,0.201843,0.00133,0.000615,1000,200,3,24,8
24,0.142834,0.000251,0.007635,0.001461,0.199396,0.001159,0.000575,1000,200,3,24,8
25,0.1488,0.000259,0.007719,0.001266,0.19887,0.001269,0.000577,1000,200,3,24,8
26,0.154787,0.000256,0.00771,0.001245,0.202456,0.001244,0.000643,1000,200,3,24,8
27,0.160795,0.000245,0.007739,0.001336,0.197438,0.001241,0.000756,1000,200,3,24,8
28,0.166821,0.000246,0.007715,0.001261,0.198524,0.001423,0.000569,1000,200,3,24,8
29,0.172867,0.000274,0.007631,0.001246,0.19975,0.001221,0.000539,1000,200,3,24,8
30,0.178929,0.000253,0.007641,0.001262,0.199651,0.001262,0.000638,1000,200,3,24,8
31,0.185009,0.000248,0.007619,0.001265,0.198006,0.001188,0.000906,1000,200,3,24,8
32,0.191105,0.000263,0.007791,0.001257,0.197991,0.001153,0.000746,1000,200,3,24,8
33,0.197217,0.000256,0.00768,0.001294,0.197245,0.001288,0.000685,1000,200,3,24,8
34,0.203343,0.000263,0.00764,0.001382,0.197928,0.001274,0.000721,1000,200,3,24,8
35,0.209474,0.000256,0.00777,0.001242,0.198292,0.001154,0.000822,1000,200,3,24,8
36,0.215612,0.000261,0.007732,0.001298,0.197757,0.001208,0.000698,1000,200,3,24,8
37,0.221756,0.00027,0.007678,0.001256,0.198697,0.001225,0.000813,1000,200,3,24,8
38,0.227908,0.000254,0.007678,0.001265,0.192085,0.001292,0.000756,1000,200,3,24,8
39,0.234067,0.000301,0.007735,0.001263,0.191733,0.001144,0.000742,1000,200,3,24,8
40,0.240234,0.000301,0.007777,0.001241,0.199158,0.001302,0.000729,1000,200,3,24,8
41,0.246411,0.000261,0.007721,0.001291,0.194911,0.001283,0.000541,1000,200,3,24,8
42,0.252597,0.000306,0.007675,0.001249,0.193553,0.001185,0.000715,1000,200,3,24,8
43,0.258792,0.000272,0.007722,0.001254,0.199054,0.00123,0.000554,1000,200,3,24,8
44,0.264998,0.000246,0.007585,0.001282,0.198412,0.001241,0.000572,1000,200,3,24,8
45,0.271215,0.000263,0.007708,0.001244,0.197117,0.001242,0.0006,1000,200,3,24,8
46,0.277443,0.000249,0.007667,0.001245,0.197669,0.001268,0.000659,1000,200,3,24,8
47,0.283676,0.000263,0.007692,0.001306,0.19755,0.001242,0.000608,1000,200,3,24,8
48,0.289915,0.000264,0.007664,0.001291,0.197827,0.001175,0.000759,1000,200,3,24,8
49,0.296161,0.000257,0.007716,0.00136,0.198122,0.001252,0.000707,1000,200,3,24,8
50,0.302413,0.000257,0.007756,0.001274,0.197537,0.001338,0.000727,1000,200,3,24,8
51,0.308673,0.000265,0.007718,0.001299,0.19764,0.001185,0.000732,1000,200,3,24,8
52,0.314939,0.000265,0.007649,0.001246,0.197639,0.001316,0.000683,1000,200,3,24,8
53,0.321213,0.000262,0.007683,0.001339,0.19867,0.001099,0.000699,1000,200,3,24,8
54,0.327495,0.000292,0.007786,0.001248,0.197927,0.001297,0.000645,1000,200,3,24,8
55,0.333785,0.000247,0.007663,0.001352,0.197874,0.001233,0.000752,1000,200,3,24,8
56,0.340082,0.000247,0.00814,0.001277,0.198009,0.001192,0.000769,1000,200,3,24,8
57,0.346387,0.000272,0.008086,0.00127,0.206225,0.001274,0.00072,1000,200,3,24,8
58,0.3527,0.00028,0.008085,0.001306,0.19264,0.001222,0.000747,1000,200,3,24,8
59,0.359022,0.000294,0.008026,0.001329,0.19764,0.001218,0.000655,1000,200,3,24,8
60,0.365351,0.000306,0.007895,0.001445,0.199374,0.001246,0.000679,1000,200,3,24,8
