,Timestep,timestep_time_taken,compute_velocity_time_taken,rhs_time_taken,possion_time_taken,update_velocity_time_taken,boundary_time_taken,x,y,sbatch_nodes,sbatch_tasks,omp_threads
0,0.0,0.000437,0.006788,0.001266,0.118068,0.001159,0.000752,1000,200,3,36,12
1,0.008435,0.000247,0.006679,0.001105,0.115803,0.001173,0.000611,1000,200,3,36,12
2,0.015503,0.000299,0.007361,0.001218,0.115918,0.001341,0.000644,1000,200,3,36,12
3,0.021906,0.000306,0.007506,0.001276,0.115047,0.001282,0.000621,1000,200,3,36,12
4,0.028049,0.000296,0.007677,0.001313,0.114613,0.001307,0.000653,1000,200,3,36,12
5,0.034028,0.000249,0.007694,0.001344,0.115441,0.001397,0.000703,1000,200,3,36,12
6,0.039904,0.000247,0.007717,0.001288,0.115676,0.001186,0.000707,1000,200,3,36,12
7,0.045732,0.000329,0.007701,0.001283,0.117381,0.001326,0.000606,1000,200,3,36,12
8,0.051521,0.000274,0.0077,0.001346,0.114595,0.00123,0.000702,1000,200,3,36,12
9,0.057231,0.000297,0.007685,0.001325,0.117393,0.001302,0.000737,1000,200,3,36,12
10,0.062871,0.000255,0.007681,0.001319,0.115394,0.0013,0.000646,1000,200,3,36,12
11,0.068462,0.000253,0.007598,0.001236,0.114603,0.001256,0.000621,1000,200,3,36,12
12,0.074023,0.000281,0.007577,0.001316,0.116129,0.001257,0.000684,1000,200,3,36,12
13,0.07958,0.000254,0.00781,0.001237,0.115174,0.001234,0.000575,1000,200,3,36,12
14,0.085152,0.000248,0.00791,0.001304,0.116016,0.001371,0.000572,1000,200,3,36,12
15,0.090753,0.000248,0.00808,0.001314,0.114528,0.001356,0.000675,1000,200,3,36,12
16,0.09638,0.000264,0.007882,0.001382,0.108754,0.001243,0.000587,1000,200,3,36,12
17,0.102041,0.000247,0.007698,0.001319,0.106572,0.001272,0.000541,1000,200,3,36,12
18,0.107743,0.000299,0.00767,0.001312,0.108409,0.001184,0.00061,1000,200,3,36,12
19,0.113488,0.000246,0.007605,0.001201,0.10502,0.001175,0.000595,1000,200,3,36,12
20,0.119277,0.000255,0.007681,0.001323,0.107427,0.001258,0.000667,1000,200,3,36,12
21,0.125107,0.000254,0.00767,0.0013,0.111731,0.001271,0.000526,1000,200,3,36,12
22,0.130979,0.00027,0.007655,0.001348,0.111096,0.001186,0.000663,1000,200,3,36,12
23,0.13689,0.000255,0.007645,0.001241,0.110229,0.001366,0.000635,1000,200,3,36,12
24,0.142834,0.000247,0.007662,0.001378,0.110769,0.001181,0.000703,1000,200,3,36,12
25,0.1488,0.000247,0.007658,0.001379,0.106409,0.001134,0.000547,1000,200,3,36,12
26,0.154787,0.000254,0.007626,0.001235,0.107296,0.001197,0.000522,1000,200,3,36,12
27,0.160795,0.000258,0.007661,0.001349,0.106665,0.0012,0.000498,1000,200,3,36,12
28,0.166821,0.000284,0.007622,0.001219,0.10709,0.00117,0.000565,1000,200,3,36,12
29,0.172867,0.000246,0.007615,0.001238,0.106953,0.001269,0.000545,1000,200,3,36,12
30,0.178929,0.000247,0.007682,0.00141,0.105429,0.001256,0.000625,1000,200,3,36,12
31,0.185009,0.000282,0.007656,0.001334,0.113212,0.001182,0.000632,1000,200,3,36,12
32,0.191105,0.000248,0.007678,0.001266,0.114083,0.001187,0.000609,1000,200,3,36,12
33,0.197217,0.000246,0.007702,0.001323,0.111628,0.001185,0.000662,1000,200,3,36,12
34,0.203343,0.000332,0.007626,0.00127,0.109175,0.001208,0.00062,1000,200,3,36,12
35,0.209474,0.000294,0.007707,0.001289,0.108006,0.001257,0.00053,1000,200,3,36,12
36,0.215612,0.000265,0.007641,0.00138,0.108613,0.00128,0.000587,1000,200,3,36,12
37,0.221756,0.000265,0.007616,0.001235,0.112461,0.001242,0.000712,1000,200,3,36,12
38,0.227908,0.000246,0.007665,0.001284,0.109525,0.001282,0.000664,1000,200,3,36,12
39,0.234067,0.000291,0.00765,0.001318,0.112352,0.001278,0.000622,1000,200,3,36,12
40,0.240234,0.000294,0.007658,0.001254,0.110105,0.001157,0.000542,1000,200,3,36,12
41,0.246411,0.000247,0.007631,0.001331,0.11178,0.001179,0.00063,1000,200,3,36,12
42,0.252597,0.000246,0.007676,0.00134,0.119083,0.001242,0.000658,1000,200,3,36,12
43,0.258792,0.000277,0.007945,0.001342,0.11442,0.001319,0.000687,1000,200,3,36,12
44,0.264998,0.000253,0.008009,0.001317,0.114327,0.001318,0.000622,1000,200,3,36,12
45,0.271215,0.000317,0.007884,0.001357,0.11581,0.001324,0.000585,1000,200,3,36,12
46,0.277443,0.000276,0.00791,0.001481,0.116748,0.00124,0.000773,1000,200,3,36,12
47,0.283676,0.000277,0.008043,0.001297,0.116212,0.001247,0.000712,1000,200,3,36,12
48,0.289915,0.000287,0.008039,0.001385,0.115505,0.001247,0.000745,1000,200,3,36,12
49,0.296161,0.00027,0.007972,0.001313,0.110955,0.001248,0.000545,1000,200,3,36,12
