,Timestep,timestep_time_taken,compute_velocity_time_taken,rhs_time_taken,possion_time_taken,update_velocity_time_taken,boundary_time_taken,sync_time_taken,possion_p_loop_time_taken,possion_res_loop_time_taken,x,y,sbatch_nodes,sbatch_tasks,omp_threads
0,0.0,0.000891,0.016169,0.002736,0.403851,0.001613,0.000192,0.0,0.24687,0.156509,1000,200,1,1,0
1,0.008435,0.000608,0.013199,0.00195,0.388021,0.001698,0.000196,0.0,0.237012,0.15068,1000,200,1,1,0
2,0.015503,0.000607,0.014373,0.002126,0.388004,0.001773,0.000197,0.0,0.236997,0.150677,1000,200,1,1,0
3,0.021906,0.000607,0.015298,0.002259,0.388005,0.001833,0.000192,0.0,0.236997,0.150678,1000,200,1,1,0
4,0.028049,0.000607,0.016082,0.002374,0.388489,0.002581,0.000192,0.0,0.237316,0.150842,1000,200,1,1,0
5,0.034028,0.000619,0.016755,0.002474,0.388017,0.00193,0.000192,0.0,0.237028,0.150659,1000,200,1,1,0
6,0.039904,0.000617,0.017355,0.00257,0.388015,0.001973,0.000192,0.0,0.237002,0.150683,1000,200,1,1,0
7,0.045732,0.000607,0.017915,0.002652,0.388005,0.002012,0.000192,0.0,0.237005,0.15067,1000,200,1,1,0
8,0.051521,0.000614,0.018432,0.002725,0.388013,0.002043,0.000192,0.0,0.237015,0.150668,1000,200,1,1,0
9,0.057231,0.000613,0.018925,0.0028,0.388447,0.002774,0.000192,0.0,0.237443,0.150674,1000,200,1,1,0
10,0.062871,0.000613,0.01939,0.002865,0.388092,0.002098,0.000192,0.0,0.237087,0.150675,1000,200,1,1,0
11,0.068462,0.000614,0.019712,0.002906,0.38801,0.002093,0.000192,0.0,0.237001,0.15068,1000,200,1,1,0
12,0.074023,0.000615,0.019847,0.002926,0.388028,0.002093,0.000197,0.0,0.237011,0.150683,1000,200,1,1,0
13,0.07958,0.000607,0.019975,0.002938,0.388004,0.002098,0.000192,0.0,0.237004,0.15067,1000,200,1,1,0
14,0.085152,0.000613,0.020105,0.002948,0.388008,0.002098,0.000192,0.0,0.237007,0.150671,1000,200,1,1,0
15,0.090753,0.000614,0.020229,0.002962,0.388009,0.002093,0.000192,0.0,0.237015,0.150665,1000,200,1,1,0
16,0.09638,0.000617,0.020354,0.002975,0.388018,0.002097,0.000192,0.0,0.236997,0.150687,1000,200,1,1,0
17,0.102041,0.000607,0.020478,0.002988,0.388466,0.002792,0.000192,0.0,0.237445,0.150691,1000,200,1,1,0
18,0.107743,0.000618,0.020601,0.003001,0.388025,0.002098,0.000192,0.0,0.237007,0.150684,1000,200,1,1,0
19,0.113488,0.000607,0.020726,0.003013,0.388041,0.002093,0.000192,0.0,0.237012,0.150699,1000,200,1,1,0
20,0.119277,0.000614,0.020848,0.003027,0.388082,0.002093,0.000192,0.0,0.237077,0.150675,1000,200,1,1,0
21,0.125107,0.000614,0.020961,0.003038,0.38802,0.002093,0.000192,0.0,0.236998,0.150693,1000,200,1,1,0
22,0.130979,0.000613,0.021083,0.003051,0.388022,0.002093,0.000192,0.0,0.237014,0.150678,1000,200,1,1,0
23,0.13689,0.000613,0.021199,0.003065,0.388006,0.002094,0.000192,0.0,0.237007,0.15067,1000,200,1,1,0
24,0.142834,0.000613,0.021313,0.003076,0.388024,0.002093,0.000192,0.0,0.237014,0.150677,1000,200,1,1,0
25,0.1488,0.000648,0.021432,0.003088,0.388015,0.002094,0.000202,0.0,0.237005,0.150673,1000,200,1,1,0
26,0.154787,0.000607,0.021544,0.003099,0.388005,0.002098,0.000192,0.0,0.237002,0.150673,1000,200,1,1,0
27,0.160795,0.000614,0.021652,0.00312,0.388009,0.002097,0.000192,0.0,0.237012,0.150668,1000,200,1,1,0
28,0.166821,0.000607,0.021749,0.003129,0.388012,0.002092,0.000196,0.0,0.237012,0.150666,1000,200,1,1,0
29,0.172867,0.000607,0.021763,0.003135,0.388026,0.002094,0.000192,0.0,0.237018,0.150678,1000,200,1,1,0
30,0.178929,0.000614,0.021812,0.003136,0.388025,0.002093,0.000192,0.0,0.23701,0.150685,1000,200,1,1,0
31,0.185009,0.000613,0.021767,0.003136,0.388441,0.002796,0.000192,0.0,0.237085,0.151026,1000,200,1,1,0
32,0.191105,0.000614,0.021763,0.003141,0.388009,0.002097,0.000192,0.0,0.236993,0.150687,1000,200,1,1,0
