,Timestep,timestep_time_taken,compute_velocity_time_taken,rhs_time_taken,possion_time_taken,update_velocity_time_taken,boundary_time_taken,sync_time_taken,possion_p_loop_time_taken,possion_res_loop_time_taken,x,y,sbatch_nodes,sbatch_tasks,omp_threads
0,0.0,0.000326,0.001054,0.000272,0.032836,0.000349,0.000167,0.014171,0.005882,0.003388,660,120,3,36,6
1,0.016667,0.000177,0.000602,0.000394,0.030795,0.000355,0.000175,0.013042,0.005738,0.003328,660,120,3,36,6
2,0.026552,0.000182,0.000584,0.000405,0.031741,0.00035,0.000205,0.013471,0.005709,0.003328,660,120,3,36,6
3,0.036268,0.000174,0.000593,0.000412,0.030669,0.000351,0.000164,0.013023,0.005749,0.003345,660,120,3,36,6
4,0.045661,0.000181,0.000603,0.000412,0.030667,0.000354,0.000226,0.013077,0.005749,0.0033,660,120,3,36,6
5,0.054889,0.000173,0.000607,0.000406,0.030359,0.00036,0.000171,0.01272,0.005716,0.003322,660,120,3,36,6
6,0.064011,0.000176,0.000603,0.000406,0.030637,0.000349,0.000166,0.012853,0.0057,0.003504,660,120,3,36,6
7,0.073007,0.000177,0.000601,0.000406,0.030705,0.000351,0.000175,0.012744,0.00574,0.003357,660,120,3,36,6
8,0.081937,0.000153,0.000595,0.000413,0.030516,0.000371,0.000143,0.012681,0.005732,0.003368,660,120,3,36,6
9,0.090857,0.000179,0.000604,0.000406,0.030425,0.000354,0.000163,0.012579,0.005697,0.003356,660,120,3,36,6
10,0.099822,0.000177,0.000602,0.000405,0.030027,0.000352,0.000194,0.012421,0.005754,0.003336,660,120,3,36,6
11,0.108874,0.000146,0.000572,0.000405,0.030393,0.000345,0.000174,0.012532,0.005776,0.003299,660,120,3,36,6
12,0.118001,0.000178,0.000595,0.000412,0.031555,0.000347,0.000173,0.01347,0.005752,0.003352,660,120,3,36,6
13,0.127177,0.000178,0.000594,0.000405,0.030206,0.000351,0.000161,0.01249,0.005731,0.003324,660,120,3,36,6
14,0.13641,0.000146,0.000587,0.000405,0.031431,0.000355,0.000164,0.013207,0.005728,0.003341,660,120,3,36,6
15,0.1457,0.000179,0.000604,0.000405,0.030659,0.000345,0.000167,0.012854,0.005686,0.003351,660,120,3,36,6
16,0.155048,0.000174,0.000595,0.000405,0.03037,0.000351,0.000194,0.012594,0.005758,0.00333,660,120,3,36,6
17,0.164448,0.000151,0.000572,0.000405,0.030695,0.000351,0.000196,0.012786,0.00573,0.003328,660,120,3,36,6
18,0.173896,0.000175,0.000597,0.000412,0.030535,0.000383,0.000157,0.012717,0.00573,0.003336,660,120,3,36,6
19,0.183391,0.000154,0.000573,0.000405,0.030651,0.00035,0.000165,0.012644,0.005737,0.003306,660,120,3,36,6
20,0.192933,0.000183,0.0006,0.000412,0.030329,0.000346,0.000183,0.012611,0.005752,0.003321,660,120,3,36,6
21,0.202516,0.000175,0.000604,0.000405,0.030269,0.000361,0.000179,0.0125,0.005763,0.003332,660,120,3,36,6
22,0.21211,0.000179,0.000609,0.000405,0.030747,0.000348,0.000196,0.012839,0.005729,0.003345,660,120,3,36,6
23,0.221714,0.000144,0.000568,0.000412,0.030612,0.00035,0.000195,0.012766,0.00574,0.003321,660,120,3,36,6
24,0.231331,0.000145,0.000572,0.000405,0.030538,0.000352,0.000176,0.012608,0.005731,0.003337,660,120,3,36,6
25,0.240961,0.000145,0.000601,0.000412,0.030511,0.000353,0.000224,0.012758,0.0057,0.003342,660,120,3,36,6
26,0.250605,0.000175,0.000606,0.000405,0.030222,0.000355,0.000192,0.012395,0.005786,0.003348,660,120,3,36,6
27,0.260266,0.000151,0.000571,0.000405,0.030778,0.000349,0.000203,0.012797,0.005741,0.003372,660,120,3,36,6
28,0.269946,0.000177,0.000595,0.000412,0.030043,0.00035,0.000181,0.012431,0.005719,0.003332,660,120,3,36,6
29,0.279645,0.00024,0.001013,0.000438,0.030493,0.000421,0.000202,0.013441,0.005719,0.00337,660,120,3,36,6
30,0.289366,0.000177,0.000602,0.000406,0.030307,0.000353,0.000133,0.012513,0.005697,0.003365,660,120,3,36,6
31,0.29911,0.000145,0.000572,0.000405,0.030872,0.000348,0.00023,0.01286,0.005743,0.003319,660,120,3,36,6
32,0.308876,0.000143,0.000619,0.000405,0.030361,0.000354,0.000166,0.012734,0.005695,0.003331,660,120,3,36,6
33,0.318663,0.000181,0.000602,0.000405,0.029519,0.000373,0.000174,0.0122,0.00573,0.003342,660,120,3,36,6
34,0.32846,0.000142,0.000602,0.000412,0.029351,0.000349,0.000167,0.012033,0.005727,0.003349,660,120,3,36,6
35,0.338266,0.000175,0.000669,0.000405,0.0303,0.000352,0.000165,0.012734,0.005759,0.003367,660,120,3,36,6
36,0.348083,0.000145,0.000573,0.000405,0.0303,0.000345,0.000132,0.012538,0.005713,0.00336,660,120,3,36,6
37,0.357912,0.000148,0.00057,0.000405,0.031477,0.000353,0.000209,0.013311,0.005723,0.00332,660,120,3,36,6
