,Timestep,timestep_time_taken,compute_velocity_time_taken,rhs_time_taken,possion_time_taken,update_velocity_time_taken,boundary_time_taken,sync_time_taken,possion_p_loop_time_taken,possion_res_loop_time_taken,x,y,sbatch_nodes,sbatch_tasks,omp_threads
0,0.0,0.001634,0.003967,0.002826,0.124603,0.002056,0.000726,0.028109,0.051073,0.030217,2000,400,4,48,6
1,0.002109,0.000646,0.003569,0.002368,0.11591,0.002285,0.000672,0.029784,0.042406,0.024863,2000,400,4,48,6
2,0.004218,0.000648,0.003893,0.002914,0.115793,0.002312,0.000626,0.029275,0.042285,0.024929,2000,400,4,48,6
3,0.006326,0.000693,0.003912,0.002991,0.116394,0.002303,0.000664,0.029746,0.042287,0.024885,2000,400,4,48,6
4,0.008435,0.000716,0.003977,0.00303,0.115195,0.002315,0.000593,0.028597,0.042236,0.02487,2000,400,4,48,6
5,0.010544,0.000701,0.003963,0.00307,0.116255,0.002364,0.000545,0.029637,0.042268,0.02485,2000,400,4,48,6
6,0.012653,0.000707,0.003981,0.003082,0.116047,0.002353,0.000639,0.02938,0.042356,0.024825,2000,400,4,48,6
7,0.014762,0.000682,0.003974,0.003088,0.117353,0.00287,0.000623,0.030642,0.042864,0.024909,2000,400,4,48,6
8,0.01687,0.000711,0.004153,0.003106,0.116031,0.002542,0.000479,0.030062,0.042257,0.024904,2000,400,4,48,6
9,0.018979,0.000765,0.004036,0.003094,0.115946,0.002545,0.000484,0.029473,0.042368,0.024958,2000,400,4,48,6
10,0.021088,0.000796,0.00401,0.00309,0.115358,0.002518,0.000522,0.030405,0.042238,0.024944,2000,400,4,48,6
11,0.023197,0.000797,0.004057,0.003095,0.112869,0.002491,0.000465,0.026736,0.042361,0.024916,2000,400,4,48,6
12,0.025306,0.000792,0.004043,0.003089,0.115342,0.002479,0.000518,0.027234,0.042323,0.024983,2000,400,4,48,6
13,0.027414,0.000763,0.004124,0.00309,0.111437,0.002324,0.000718,0.025411,0.042256,0.025007,2000,400,4,48,6
14,0.029523,0.000772,0.004159,0.003089,0.10943,0.00247,0.000546,0.025474,0.042281,0.02495,2000,400,4,48,6
15,0.031632,0.000819,0.004027,0.003174,0.108903,0.002495,0.000524,0.026787,0.04226,0.024968,2000,400,4,48,6
16,0.033741,0.000778,0.004122,0.003092,0.110414,0.002515,0.000539,0.029375,0.042166,0.024873,2000,400,4,48,6
17,0.03585,0.000727,0.004148,0.003124,0.110006,0.002517,0.000534,0.029759,0.042425,0.024913,2000,400,4,48,6
18,0.037958,0.000712,0.004148,0.003089,0.11302,0.002517,0.000467,0.029148,0.042289,0.024804,2000,400,4,48,6
19,0.040067,0.000743,0.004176,0.003194,0.115322,0.002444,0.000503,0.030768,0.042215,0.02494,2000,400,4,48,6
20,0.042176,0.000684,0.004231,0.003228,0.114704,0.00247,0.000583,0.029586,0.0423,0.024849,2000,400,4,48,6
21,0.044285,0.000692,0.004174,0.003246,0.116155,0.002483,0.000658,0.03041,0.042223,0.024931,2000,400,4,48,6
22,0.046394,0.000705,0.004154,0.003249,0.115204,0.002536,0.000574,0.030018,0.042203,0.024863,2000,400,4,48,6
