,Timestep,timestep_time_taken,compute_velocity_time_taken,rhs_time_taken,possion_time_taken,update_velocity_time_taken,boundary_time_taken,sync_time_taken,possion_p_loop_time_taken,possion_res_loop_time_taken,x,y,sbatch_nodes,sbatch_tasks,omp_threads
0,0.0,0.002928,0.031876,0.005739,1.195018,0.008109,0.000951,0.056394,0.696187,0.406035,8000,1600,4,48,6
1,0.000132,0.002167,0.032942,0.004927,1.195975,0.007832,0.000988,0.059663,0.695613,0.406785,8000,1600,4,48,6
2,0.000264,0.002287,0.038592,0.005711,1.194257,0.008085,0.000998,0.063982,0.695948,0.406313,8000,1600,4,48,6
3,0.000395,0.002135,0.043071,0.006336,1.195341,0.008076,0.000987,0.068606,0.69547,0.406082,8000,1600,4,48,6
4,0.000527,0.002196,0.046238,0.006817,1.194631,0.007855,0.001225,0.070726,0.695829,0.406624,8000,1600,4,48,6
5,0.000659,0.002202,0.048959,0.007192,1.194778,0.008231,0.001008,0.073553,0.69604,0.405696,8000,1600,4,48,6
6,0.000791,0.002156,0.05116,0.007405,1.192239,0.007878,0.001015,0.074491,0.695569,0.406163,8000,1600,4,48,6
7,0.000923,0.002235,0.052725,0.007521,1.193452,0.007922,0.00094,0.076185,0.695926,0.406454,8000,1600,4,48,6
8,0.001054,0.002216,0.05335,0.007632,1.193666,0.007928,0.00101,0.076469,0.696224,0.406298,8000,1600,4,48,6
9,0.001186,0.002172,0.053985,0.007725,1.192896,0.007673,0.001022,0.076294,0.695253,0.406099,8000,1600,4,48,6
10,0.001318,0.002152,0.054609,0.007844,1.19278,0.008314,0.000778,0.077367,0.695836,0.40607,8000,1600,4,48,6
11,0.00145,0.002161,0.055181,0.007909,1.193423,0.007927,0.001,0.077482,0.695194,0.406131,8000,1600,4,48,6
12,0.001582,0.002225,0.055649,0.007993,1.193385,0.00797,0.00102,0.078859,0.694985,0.4061,8000,1600,4,48,6
13,0.001713,0.002162,0.056136,0.008043,1.193278,0.007836,0.000995,0.078742,0.695901,0.406352,8000,1600,4,48,6
14,0.001845,0.002199,0.056686,0.008113,1.193184,0.007895,0.001044,0.079398,0.695744,0.406078,8000,1600,4,48,6
15,0.001977,0.002204,0.057162,0.008162,1.193174,0.008091,0.000965,0.079058,0.696359,0.406395,8000,1600,4,48,6
16,0.002109,0.002164,0.057752,0.008241,1.192215,0.007936,0.000988,0.079554,0.695113,0.406398,8000,1600,4,48,6
17,0.002241,0.002192,0.058195,0.008285,1.194319,0.007964,0.000986,0.081349,0.694454,0.404971,8000,1600,4,48,6
18,0.002372,0.002275,0.0586,0.008342,1.193268,0.008253,0.001087,0.080557,0.694526,0.405257,8000,1600,4,48,6
19,0.002504,0.00222,0.058907,0.00837,1.193522,0.007687,0.001267,0.080705,0.69472,0.404503,8000,1600,4,48,6
20,0.002636,0.002177,0.05921,0.008415,1.193834,0.007845,0.001011,0.08011,0.693697,0.404253,8000,1600,4,48,6
21,0.002768,0.002208,0.059301,0.008453,1.193014,0.007939,0.001004,0.07974,0.694057,0.404398,8000,1600,4,48,6
22,0.0029,0.002172,0.059586,0.00846,1.192913,0.007977,0.000959,0.078956,0.694063,0.404324,8000,1600,4,48,6
23,0.003031,0.002207,0.059602,0.008488,1.194168,0.008018,0.001189,0.078837,0.694912,0.404528,8000,1600,4,48,6
24,0.003163,0.002221,0.059497,0.008503,1.193043,0.007986,0.000933,0.078079,0.694122,0.404567,8000,1600,4,48,6
25,0.003295,0.002203,0.059495,0.008487,1.197554,0.008095,0.001023,0.078897,0.696153,0.406949,8000,1600,4,48,6
26,0.003427,0.002157,0.059466,0.008493,1.194325,0.007907,0.0012,0.078028,0.694098,0.404545,8000,1600,4,48,6
27,0.003559,0.002133,0.059637,0.008514,1.194297,0.007896,0.001033,0.0785,0.694419,0.404374,8000,1600,4,48,6
28,0.00369,0.002226,0.059584,0.008503,1.192769,0.008149,0.000795,0.076303,0.694294,0.404454,8000,1600,4,48,6
29,0.003822,0.002195,0.059476,0.008505,1.195288,0.007905,0.001063,0.078124,0.694287,0.404346,8000,1600,4,48,6
