,Timestep,timestep_time_taken,compute_velocity_time_taken,rhs_time_taken,possion_time_taken,update_velocity_time_taken,boundary_time_taken,x,y,sbatch_nodes,sbatch_tasks,omp_threads
0,0.0,0.000814,0.005409,0.00104,0.220369,0.001008,0.000527,1000,200,4,32,8
1,0.008435,0.000335,0.005535,0.000945,0.207237,0.001094,0.000559,1000,200,4,32,8
2,0.015503,0.000387,0.005705,0.000965,0.205658,0.00115,0.000668,1000,200,4,32,8
3,0.021906,0.000258,0.005729,0.000978,0.20653,0.001282,0.000669,1000,200,4,32,8
4,0.028049,0.00036,0.005778,0.001074,0.201444,0.001386,0.000618,1000,200,4,32,8
5,0.034028,0.000261,0.00621,0.00108,0.198222,0.00124,0.000749,1000,200,4,32,8
6,0.039904,0.000288,0.006818,0.001199,0.198072,0.001461,0.000528,1000,200,4,32,8
7,0.045732,0.000387,0.00729,0.001251,0.198165,0.001376,0.00064,1000,200,4,32,8
8,0.051521,0.000238,0.007149,0.001202,0.202655,0.001159,0.000555,1000,200,4,32,8
9,0.057231,0.000324,0.006617,0.001079,0.205567,0.001335,0.000523,1000,200,4,32,8
10,0.062871,0.000294,0.005996,0.001108,0.204555,0.001176,0.000539,1000,200,4,32,8
11,0.068462,0.000234,0.00608,0.001076,0.204221,0.001457,0.000646,1000,200,4,32,8
12,0.074023,0.000285,0.008108,0.00129,0.205004,0.001094,0.000583,1000,200,4,32,8
13,0.07958,0.000321,0.006211,0.00097,0.198076,0.001129,0.000613,1000,200,4,32,8
14,0.085152,0.000347,0.006238,0.001236,0.189929,0.001125,0.00066,1000,200,4,32,8
15,0.090753,0.000295,0.007207,0.001106,0.191706,0.001124,0.000551,1000,200,4,32,8
16,0.09638,0.000249,0.007206,0.001194,0.204249,0.001274,0.000653,1000,200,4,32,8
17,0.102041,0.0003,0.008389,0.001282,0.197589,0.001207,0.000722,1000,200,4,32,8
18,0.107743,0.000271,0.007552,0.00126,0.193978,0.001116,0.000558,1000,200,4,32,8
19,0.113488,0.000326,0.007068,0.001378,0.192967,0.001154,0.000741,1000,200,4,32,8
20,0.119277,0.000294,0.00788,0.001196,0.19114,0.001157,0.000662,1000,200,4,32,8
21,0.125107,0.000266,0.007997,0.001271,0.20361,0.001199,0.000466,1000,200,4,32,8
22,0.130979,0.000283,0.007078,0.001204,0.198565,0.001328,0.000594,1000,200,4,32,8
23,0.13689,0.000353,0.008659,0.001368,0.196419,0.001249,0.000708,1000,200,4,32,8
24,0.142834,0.000243,0.008038,0.001359,0.196552,0.001325,0.000553,1000,200,4,32,8
25,0.1488,0.000317,0.0076,0.001176,0.19632,0.0012,0.00069,1000,200,4,32,8
26,0.154787,0.000211,0.006842,0.001114,0.204207,0.001488,0.000673,1000,200,4,32,8
27,0.160795,0.000296,0.00899,0.001389,0.205538,0.001366,0.000529,1000,200,4,32,8
28,0.166821,0.000294,0.007433,0.001213,0.205419,0.001207,0.000544,1000,200,4,32,8
29,0.172867,0.000288,0.007482,0.001234,0.204781,0.001282,0.000769,1000,200,4,32,8
30,0.178929,0.000213,0.007199,0.001145,0.204094,0.001178,0.000608,1000,200,4,32,8
31,0.185009,0.000248,0.006843,0.001184,0.198762,0.001237,0.000721,1000,200,4,32,8
32,0.191105,0.000238,0.008121,0.001323,0.19906,0.001196,0.000747,1000,200,4,32,8
33,0.197217,0.000204,0.006847,0.001229,0.202063,0.001277,0.000602,1000,200,4,32,8
34,0.203343,0.000255,0.009019,0.001393,0.200676,0.001108,0.000703,1000,200,4,32,8
35,0.209474,0.000216,0.006703,0.001113,0.204822,0.001455,0.000707,1000,200,4,32,8
36,0.215612,0.000315,0.009159,0.001449,0.19717,0.001214,0.000735,1000,200,4,32,8
37,0.221756,0.00028,0.009204,0.001478,0.191981,0.001129,0.00073,1000,200,4,32,8
38,0.227908,0.000302,0.008448,0.001254,0.196635,0.001128,0.000585,1000,200,4,32,8
39,0.234067,0.000373,0.007507,0.00122,0.197084,0.001089,0.000599,1000,200,4,32,8
40,0.240234,0.000332,0.007492,0.001254,0.196102,0.001165,0.000826,1000,200,4,32,8
41,0.246411,0.000292,0.008053,0.001288,0.199677,0.001407,0.000632,1000,200,4,32,8
42,0.252597,0.000318,0.007469,0.001242,0.201124,0.001322,0.000665,1000,200,4,32,8
43,0.258792,0.000358,0.009033,0.001464,0.197706,0.001228,0.000655,1000,200,4,32,8
44,0.264998,0.000294,0.008516,0.001385,0.196291,0.001276,0.000642,1000,200,4,32,8
45,0.271215,0.000286,0.008098,0.001296,0.206059,0.001611,0.000695,1000,200,4,32,8
46,0.277443,0.000287,0.008629,0.001429,0.205789,0.001261,0.000719,1000,200,4,32,8
47,0.283676,0.000207,0.007359,0.001134,0.204424,0.00121,0.000616,1000,200,4,32,8
48,0.289915,0.000238,0.007242,0.001189,0.198907,0.001324,0.000613,1000,200,4,32,8
49,0.296161,0.000306,0.008448,0.00144,0.194112,0.001337,0.000599,1000,200,4,32,8
50,0.302413,0.000275,0.008097,0.001288,0.200195,0.00137,0.000573,1000,200,4,32,8
51,0.308673,0.000324,0.008519,0.001416,0.201136,0.001259,0.000768,1000,200,4,32,8
52,0.314939,0.000218,0.007578,0.001209,0.202161,0.001328,0.000627,1000,200,4,32,8
53,0.321213,0.000228,0.008004,0.001304,0.203236,0.001279,0.000521,1000,200,4,32,8
54,0.327495,0.000304,0.007576,0.001191,0.204198,0.001512,0.000584,1000,200,4,32,8
55,0.333785,0.000416,0.009491,0.001442,0.204603,0.00149,0.0007,1000,200,4,32,8
56,0.340082,0.000287,0.008917,0.001417,0.206073,0.001141,0.000555,1000,200,4,32,8
57,0.346387,0.000315,0.007892,0.001213,0.202717,0.0013,0.000702,1000,200,4,32,8
58,0.3527,0.000281,0.008954,0.00151,0.20207,0.001304,0.000486,1000,200,4,32,8
59,0.359022,0.000352,0.008631,0.0013,0.198497,0.001447,0.000597,1000,200,4,32,8
60,0.365351,0.000226,0.009004,0.001356,0.202274,0.001399,0.000638,1000,200,4,32,8
61,0.371688,0.000256,0.008519,0.001391,0.197408,0.001052,0.000823,1000,200,4,32,8
62,0.378034,0.000203,0.00736,0.001048,0.20234,0.001223,0.000661,1000,200,4,32,8
63,0.384386,0.000264,0.007137,0.001189,0.199253,0.001277,0.000585,1000,200,4,32,8
64,0.390744,0.000285,0.008548,0.001381,0.20479,0.001254,0.000643,1000,200,4,32,8
65,0.397106,0.000216,0.008651,0.001279,0.202956,0.001374,0.000613,1000,200,4,32,8
66,0.403474,0.000264,0.008804,0.001346,0.204126,0.001236,0.00073,1000,200,4,32,8
67,0.409847,0.000235,0.007779,0.001476,0.204773,0.001375,0.000609,1000,200,4,32,8
68,0.416225,0.000362,0.008522,0.001492,0.204818,0.001277,0.000518,1000,200,4,32,8
69,0.422609,0.00027,0.007546,0.001254,0.202946,0.001362,0.000674,1000,200,4,32,8
70,0.428998,0.000219,0.008333,0.00128,0.198537,0.00119,0.000678,1000,200,4,32,8
71,0.435393,0.000295,0.007245,0.001169,0.199089,0.001166,0.000612,1000,200,4,32,8
72,0.441793,0.000206,0.007074,0.001196,0.203844,0.001131,0.000629,1000,200,4,32,8
73,0.448198,0.000284,0.007059,0.001249,0.21488,0.001399,0.000664,1000,200,4,32,8
74,0.454609,0.00027,0.008679,0.001417,0.202057,0.001244,0.000738,1000,200,4,32,8
75,0.461026,0.000235,0.006779,0.001154,0.204937,0.00131,0.000542,1000,200,4,32,8
