,Timestep,timestep_time_taken,compute_velocity_time_taken,rhs_time_taken,possion_time_taken,update_velocity_time_taken,boundary_time_taken,sync_time_taken,possion_p_loop_time_taken,possion_res_loop_time_taken,x,y,sbatch_nodes,sbatch_tasks,omp_threads
0,0.0,0.000813,0.00124,0.000181,0.085299,0.000314,0.000158,0.019971,0.041911,0.015389,1000,200,4,48,4
1,0.008435,7.9e-05,0.0017,0.000226,0.077594,0.000255,0.000199,0.018521,0.033777,0.01247,1000,200,4,48,4
2,0.015503,7.3e-05,0.001526,0.000203,0.077673,0.000263,0.000181,0.018289,0.032773,0.012085,1000,200,4,48,4
3,0.021906,7.3e-05,0.001542,0.000227,0.077275,0.000246,0.000167,0.018133,0.03277,0.012072,1000,200,4,48,4
4,0.028049,7.2e-05,0.001501,0.000203,0.079549,0.000375,0.000364,0.019689,0.033216,0.012201,1000,200,4,48,4
5,0.034028,7.3e-05,0.001605,0.000229,0.079634,0.000354,0.000219,0.019761,0.033194,0.01218,1000,200,4,48,4
6,0.039904,7.6e-05,0.001526,0.000228,0.079399,0.000337,0.000226,0.019505,0.033242,0.01226,1000,200,4,48,4
7,0.045732,7.2e-05,0.001578,0.000213,0.079309,0.000335,0.000213,0.019394,0.033223,0.012245,1000,200,4,48,4
8,0.051521,7.6e-05,0.001523,0.000203,0.078626,0.000285,0.000197,0.019213,0.033153,0.012192,1000,200,4,48,4
9,0.057231,7.3e-05,0.001519,0.00021,0.079619,0.000426,0.000206,0.019733,0.033104,0.012306,1000,200,4,48,4
10,0.062871,7.5e-05,0.001614,0.000203,0.078999,0.000366,0.000203,0.019299,0.033154,0.012282,1000,200,4,48,4
11,0.068462,7.4e-05,0.001609,0.000203,0.080837,0.000461,0.000209,0.020109,0.033256,0.012188,1000,200,4,48,4
12,0.074023,7.3e-05,0.001576,0.000203,0.079519,0.000347,0.000202,0.019577,0.033151,0.01225,1000,200,4,48,4
13,0.07958,7.6e-05,0.001628,0.000203,0.078893,0.000329,0.000228,0.019291,0.033027,0.012288,1000,200,4,48,4
14,0.085152,7.3e-05,0.001605,0.00023,0.079656,0.000404,0.000202,0.019968,0.03311,0.012233,1000,200,4,48,4
15,0.090753,7.6e-05,0.001605,0.000203,0.078942,0.000281,0.000194,0.019242,0.033009,0.012252,1000,200,4,48,4
16,0.09638,7.4e-05,0.001576,0.000203,0.076587,0.000275,0.000202,0.017996,0.032761,0.012088,1000,200,4,48,4
17,0.102041,7.1e-05,0.001572,0.00021,0.076323,0.000244,0.000221,0.017719,0.032821,0.012117,1000,200,4,48,4
18,0.107743,7.4e-05,0.001519,0.000203,0.077411,0.000315,0.000183,0.018132,0.032806,0.012084,1000,200,4,48,4
19,0.113488,6.9e-05,0.001579,0.000203,0.076958,0.000248,0.000161,0.017919,0.032762,0.012086,1000,200,4,48,4
20,0.119277,7.3e-05,0.001574,0.00023,0.077049,0.000247,0.000186,0.017775,0.032809,0.012067,1000,200,4,48,4
21,0.125107,7.2e-05,0.001576,0.000203,0.077606,0.000267,0.000187,0.018129,0.032795,0.012097,1000,200,4,48,4
22,0.130979,7.7e-05,0.001548,0.000203,0.077941,0.000324,0.000215,0.018553,0.033058,0.012143,1000,200,4,48,4
23,0.13689,7.3e-05,0.001576,0.000203,0.079257,0.000327,0.000206,0.019298,0.03325,0.012257,1000,200,4,48,4
24,0.142834,7.6e-05,0.001648,0.000227,0.079642,0.000373,0.000362,0.019653,0.033336,0.0124,1000,200,4,48,4
25,0.1488,7e-05,0.001577,0.000203,0.079487,0.000312,0.000204,0.019552,0.033293,0.012154,1000,200,4,48,4
26,0.154787,7.5e-05,0.001586,0.000203,0.079993,0.000383,0.000225,0.019768,0.033275,0.012288,1000,200,4,48,4
27,0.160795,7.6e-05,0.001617,0.000226,0.080347,0.000285,0.000179,0.019891,0.033187,0.012237,1000,200,4,48,4
28,0.166821,7.3e-05,0.001645,0.000218,0.079435,0.000308,0.000195,0.019444,0.033244,0.012248,1000,200,4,48,4
29,0.172867,7.6e-05,0.001663,0.000203,0.079182,0.000299,0.000187,0.019127,0.033593,0.012188,1000,200,4,48,4
30,0.178929,7.1e-05,0.00161,0.000203,0.078839,0.000329,0.000187,0.019068,0.033414,0.012103,1000,200,4,48,4
31,0.185009,7.2e-05,0.001607,0.000203,0.078413,0.000358,0.000223,0.018923,0.03323,0.012216,1000,200,4,48,4
32,0.191105,7.7e-05,0.001564,0.000203,0.078942,0.00034,0.000307,0.01909,0.033242,0.012215,1000,200,4,48,4
