,Timestep,timestep_time_taken,compute_velocity_time_taken,rhs_time_taken,possion_time_taken,update_velocity_time_taken,boundary_time_taken,sync_time_taken,possion_p_loop_time_taken,possion_res_loop_time_taken,x,y,sbatch_nodes,sbatch_tasks,omp_threads
0,0.0,0.000199,0.003391,0.00057,0.183777,0.000544,9.1e-05,2.5e-05,0.133655,0.049664,1000,200,1,12,4
1,0.008435,0.000168,0.005119,0.000746,0.179917,0.000534,9.1e-05,1.7e-05,0.131003,0.048498,1000,200,1,12,4
2,0.015503,0.000168,0.005307,0.000769,0.179905,0.000542,9.1e-05,1.7e-05,0.130998,0.048488,1000,200,1,12,4
3,0.021906,0.000175,0.005401,0.000775,0.179871,0.000543,9.1e-05,1.7e-05,0.131007,0.048448,1000,200,1,12,4
4,0.028049,0.000175,0.005403,0.00077,0.179935,0.000542,9.1e-05,1.7e-05,0.130992,0.048522,1000,200,1,12,4
5,0.034028,0.000174,0.005398,0.00077,0.180381,0.00074,9.2e-05,1.7e-05,0.131075,0.048866,1000,200,1,12,4
6,0.039904,0.000169,0.005417,0.000766,0.179885,0.00056,9.2e-05,1.7e-05,0.131024,0.048451,1000,200,1,12,4
7,0.045732,0.000169,0.005412,0.000765,0.179938,0.000552,9.1e-05,1.7e-05,0.131039,0.04848,1000,200,1,12,4
8,0.051521,0.000168,0.00545,0.000776,0.179864,0.000551,9.2e-05,1.7e-05,0.131035,0.048419,1000,200,1,12,4
9,0.057231,0.000168,0.005518,0.000787,0.179834,0.000566,9.2e-05,1.7e-05,0.130968,0.048451,1000,200,1,12,4
10,0.062871,0.000168,0.005508,0.000789,0.179949,0.000551,9.2e-05,1.7e-05,0.13101,0.04851,1000,200,1,12,4
11,0.068462,0.000168,0.005509,0.000793,0.180063,0.000543,9.1e-05,1.7e-05,0.131,0.048652,1000,200,1,12,4
12,0.074023,0.000175,0.005512,0.000794,0.179846,0.000543,9.1e-05,1.7e-05,0.13097,0.048456,1000,200,1,12,4
13,0.07958,0.000177,0.005501,0.000793,0.179838,0.000543,9.1e-05,1.7e-05,0.130977,0.048457,1000,200,1,12,4
14,0.085152,0.000191,0.005502,0.000796,0.17987,0.000543,9.1e-05,1.7e-05,0.131017,0.048442,1000,200,1,12,4
15,0.090753,0.000197,0.005506,0.000794,0.180121,0.000738,9.2e-05,1.7e-05,0.131215,0.048478,1000,200,1,12,4
16,0.09638,0.000168,0.005506,0.000796,0.179809,0.00056,9.2e-05,1.7e-05,0.130978,0.048422,1000,200,1,12,4
17,0.102041,0.000169,0.005505,0.000801,0.179797,0.000554,9.2e-05,1.7e-05,0.130986,0.048407,1000,200,1,12,4
18,0.107743,0.000168,0.005512,0.000792,0.179817,0.000552,9.2e-05,1.7e-05,0.130979,0.048429,1000,200,1,12,4
19,0.113488,0.000168,0.005515,0.000793,0.179851,0.000552,9.2e-05,1.7e-05,0.131003,0.048441,1000,200,1,12,4
20,0.119277,0.000168,0.00552,0.000796,0.179901,0.000543,9.1e-05,1.7e-05,0.131022,0.048468,1000,200,1,12,4
21,0.125107,0.000168,0.005515,0.000796,0.180116,0.000542,9.1e-05,1.8e-05,0.131181,0.048523,1000,200,1,12,4
22,0.130979,0.000169,0.005506,0.000796,0.179948,0.000548,9.1e-05,1.7e-05,0.131071,0.048457,1000,200,1,12,4
23,0.13689,0.000168,0.005515,0.000795,0.179913,0.00055,9.2e-05,1.7e-05,0.131023,0.048473,1000,200,1,12,4
24,0.142834,0.000169,0.005505,0.000795,0.179902,0.000551,9.2e-05,1.7e-05,0.131022,0.048463,1000,200,1,12,4
25,0.1488,0.000169,0.005511,0.000789,0.17998,0.000557,9.2e-05,1.7e-05,0.131023,0.048534,1000,200,1,12,4
26,0.154787,0.000167,0.005522,0.000795,0.179962,0.000551,9.2e-05,1.7e-05,0.131006,0.048532,1000,200,1,12,4
27,0.160795,0.000167,0.005515,0.000794,0.179975,0.000543,9.1e-05,1.7e-05,0.131013,0.048543,1000,200,1,12,4
28,0.166821,0.000175,0.005512,0.000795,0.179971,0.000543,9.1e-05,1.7e-05,0.131026,0.048526,1000,200,1,12,4
29,0.172867,0.000169,0.005514,0.000795,0.180064,0.00055,9.2e-05,1.7e-05,0.13121,0.04843,1000,200,1,12,4
30,0.178929,0.000168,0.005507,0.000794,0.179962,0.00056,9.2e-05,1.7e-05,0.131014,0.048521,1000,200,1,12,4
31,0.185009,0.000169,0.005514,0.000789,0.179976,0.000555,9.2e-05,1.7e-05,0.131023,0.048507,1000,200,1,12,4
32,0.191105,0.000169,0.005512,0.000794,0.180385,0.000741,9.2e-05,1.7e-05,0.131269,0.048504,1000,200,1,12,4
