,Timestep,timestep_time_taken,compute_velocity_time_taken,rhs_time_taken,possion_time_taken,update_velocity_time_taken,boundary_time_taken,sync_time_taken,possion_p_loop_time_taken,possion_res_loop_time_taken,x,y,sbatch_nodes,sbatch_tasks,omp_threads
0,0.0,0.001813,0.017521,0.002719,0.464815,0.002057,0.000674,0.038224,0.253821,0.149468,2000,400,4,48,1
1,0.002109,0.000672,0.016164,0.002354,0.447225,0.003005,0.000704,0.041897,0.242963,0.143101,2000,400,4,48,1
2,0.004218,0.000662,0.019972,0.002879,0.468833,0.002295,0.000669,0.051444,0.242259,0.143036,2000,400,4,48,1
3,0.006326,0.000662,0.020665,0.002978,0.446337,0.0023,0.000791,0.044577,0.242233,0.143047,2000,400,4,48,1
4,0.008435,0.000654,0.021088,0.003011,0.438308,0.002292,0.000675,0.042811,0.242311,0.142984,2000,400,4,48,1
5,0.010544,0.000665,0.021429,0.003055,0.431674,0.002332,0.000577,0.041925,0.242444,0.14301,2000,400,4,48,1
6,0.012653,0.000662,0.021496,0.003075,0.432782,0.00302,0.000751,0.042329,0.242449,0.143384,2000,400,4,48,1
7,0.014762,0.00067,0.02152,0.003068,0.421793,0.002292,0.00065,0.042176,0.242678,0.143346,2000,400,4,48,1
8,0.01687,0.000666,0.021552,0.003068,0.421457,0.002296,0.000716,0.042351,0.242637,0.143327,2000,400,4,48,1
9,0.018979,0.000666,0.021558,0.00307,0.421231,0.002353,0.000661,0.041872,0.242598,0.143287,2000,400,4,48,1
10,0.021088,0.000655,0.021602,0.003068,0.421601,0.002304,0.000665,0.041891,0.242643,0.14332,2000,400,4,48,1
11,0.023197,0.000654,0.021595,0.003071,0.422896,0.002292,0.000691,0.042406,0.242632,0.143311,2000,400,4,48,1
12,0.025306,0.000665,0.021565,0.003071,0.422321,0.0023,0.000697,0.041755,0.242647,0.143271,2000,400,4,48,1
13,0.027414,0.000655,0.02159,0.003072,0.423059,0.003005,0.000662,0.042441,0.243221,0.143276,2000,400,4,48,1
14,0.029523,0.000661,0.021643,0.003068,0.422473,0.002312,0.000452,0.041368,0.242667,0.143306,2000,400,4,48,1
15,0.031632,0.000654,0.021576,0.003069,0.421914,0.002315,0.000674,0.0408,0.242692,0.143311,2000,400,4,48,1
16,0.033741,0.000661,0.021548,0.003071,0.422427,0.002362,0.000463,0.040738,0.242714,0.143317,2000,400,4,48,1
17,0.03585,0.000661,0.02155,0.003069,0.422196,0.002359,0.000533,0.040829,0.242665,0.143299,2000,400,4,48,1
18,0.037958,0.000654,0.021553,0.003081,0.420784,0.002298,0.000655,0.039649,0.242649,0.143306,2000,400,4,48,1
19,0.040067,0.000655,0.021597,0.00307,0.421853,0.002295,0.0007,0.040298,0.242713,0.143337,2000,400,4,48,1
20,0.042176,0.000661,0.021488,0.003075,0.421816,0.002334,0.00046,0.039708,0.242666,0.143324,2000,400,4,48,1
21,0.044285,0.000661,0.021618,0.003076,0.421863,0.002362,0.000475,0.039601,0.242648,0.143332,2000,400,4,48,1
22,0.046394,0.000694,0.021555,0.003078,0.422147,0.002298,0.000675,0.039628,0.242666,0.143272,2000,400,4,48,1
