,Timestep,timestep_time_taken,compute_velocity_time_taken,rhs_time_taken,possion_time_taken,update_velocity_time_taken,boundary_time_taken,sync_time_taken,possion_p_loop_time_taken,possion_res_loop_time_taken,x,y,sbatch_nodes,sbatch_tasks,omp_threads
0,0.0,0.000606,0.001108,0.000339,0.029467,0.000315,0.000147,0.010097,0.005313,0.003037,660,120,4,48,6
1,0.016667,0.00011,0.000494,0.000363,0.02621,0.000284,0.00013,0.008259,0.00483,0.002741,660,120,4,48,6
2,0.026552,0.000108,0.000472,0.000341,0.025829,0.000285,0.000119,0.008204,0.004602,0.002555,660,120,4,48,6
3,0.036268,9.9e-05,0.000462,0.000359,0.025754,0.000296,0.000113,0.008473,0.004548,0.002477,660,120,4,48,6
4,0.045661,0.000103,0.000459,0.000417,0.02583,0.000275,0.000125,0.00855,0.004488,0.002499,660,120,4,48,6
5,0.054889,9.9e-05,0.000476,0.000407,0.026587,0.000276,0.000125,0.008423,0.004561,0.002516,660,120,4,48,6
6,0.064011,0.000101,0.000561,0.000341,0.026038,0.000301,0.000197,0.008917,0.004524,0.002491,660,120,4,48,6
7,0.073007,9.7e-05,0.000463,0.000415,0.025163,0.000343,0.000127,0.008305,0.004539,0.002497,660,120,4,48,6
8,0.081937,9.7e-05,0.000584,0.00035,0.025214,0.000282,0.000126,0.008139,0.004542,0.002503,660,120,4,48,6
9,0.090857,9.7e-05,0.000541,0.000361,0.025531,0.00028,0.000126,0.008515,0.00445,0.002534,660,120,4,48,6
10,0.099822,9.7e-05,0.000597,0.000337,0.025568,0.000275,0.000126,0.008449,0.004546,0.002475,660,120,4,48,6
11,0.108874,9.8e-05,0.000475,0.000409,0.025096,0.000305,0.000124,0.008224,0.004519,0.002522,660,120,4,48,6
12,0.118001,9.6e-05,0.000598,0.000344,0.025161,0.00028,0.000136,0.008337,0.004522,0.002497,660,120,4,48,6
13,0.127177,0.000123,0.000481,0.00041,0.025149,0.00028,0.000124,0.008327,0.004524,0.00251,660,120,4,48,6
14,0.13641,9.8e-05,0.000562,0.000346,0.025729,0.000337,0.000129,0.008679,0.00449,0.002498,660,120,4,48,6
15,0.1457,9.7e-05,0.000496,0.000498,0.025813,0.000299,0.00012,0.008595,0.004494,0.002518,660,120,4,48,6
16,0.155048,9.8e-05,0.000554,0.000346,0.02505,0.000276,0.000125,0.008037,0.004536,0.002498,660,120,4,48,6
17,0.164448,9.6e-05,0.000589,0.000336,0.025825,0.000281,0.000126,0.008809,0.004465,0.002519,660,120,4,48,6
18,0.173896,0.000105,0.000455,0.00041,0.025016,0.000275,0.000125,0.008384,0.004489,0.002517,660,120,4,48,6
19,0.183391,9.8e-05,0.000563,0.000343,0.025386,0.000279,0.000126,0.008187,0.004477,0.002495,660,120,4,48,6
20,0.192933,0.000105,0.000469,0.000414,0.025265,0.000289,0.000125,0.008205,0.004514,0.002504,660,120,4,48,6
21,0.202516,9.8e-05,0.00056,0.000347,0.025398,0.000285,0.00012,0.008699,0.004464,0.002503,660,120,4,48,6
22,0.21211,0.000117,0.00045,0.00042,0.025714,0.000293,0.000118,0.008712,0.0045,0.002473,660,120,4,48,6
23,0.221714,0.000114,0.000467,0.000477,0.025236,0.00028,0.000128,0.008493,0.004435,0.002519,660,120,4,48,6
24,0.231331,9.8e-05,0.000537,0.000369,0.025512,0.000281,0.000132,0.009584,0.00443,0.002488,660,120,4,48,6
25,0.240961,0.000101,0.00047,0.000409,0.025024,0.000337,0.000104,0.009466,0.004373,0.002509,660,120,4,48,6
26,0.250605,0.000111,0.000468,0.000445,0.024904,0.000276,0.000126,0.008743,0.004464,0.002497,660,120,4,48,6
27,0.260266,0.000108,0.000465,0.000409,0.025613,0.000288,0.00013,0.00961,0.004425,0.002532,660,120,4,48,6
28,0.269946,0.000108,0.000459,0.000414,0.025136,0.000283,0.000126,0.008216,0.004513,0.002492,660,120,4,48,6
29,0.279645,9.6e-05,0.000543,0.000365,0.025785,0.000288,0.000126,0.00957,0.004508,0.002474,660,120,4,48,6
30,0.289366,0.000101,0.000465,0.000409,0.025531,0.000312,0.000122,0.00961,0.004419,0.002529,660,120,4,48,6
31,0.29911,0.000102,0.000537,0.000365,0.025208,0.0003,0.000125,0.00947,0.004433,0.00251,660,120,4,48,6
32,0.308876,9.8e-05,0.000476,0.000408,0.025427,0.000279,0.000124,0.008663,0.004377,0.002514,660,120,4,48,6
33,0.318663,9.8e-05,0.00047,0.000407,0.025334,0.000293,0.000125,0.008626,0.004452,0.002513,660,120,4,48,6
34,0.32846,9.6e-05,0.000536,0.000369,0.026017,0.000357,0.00013,0.008899,0.004496,0.002851,660,120,4,48,6
35,0.338266,0.000105,0.000459,0.000408,0.025681,0.000285,0.00019,0.009533,0.004442,0.002496,660,120,4,48,6
36,0.348083,0.000112,0.000458,0.000409,0.025579,0.000286,0.000124,0.009579,0.004452,0.002485,660,120,4,48,6
37,0.357912,9.7e-05,0.000464,0.000415,0.024839,0.000292,0.000119,0.008891,0.004435,0.002521,660,120,4,48,6
38,0.367752,0.0001,0.000481,0.000362,0.024803,0.000277,0.000125,0.008801,0.004436,0.002486,660,120,4,48,6
39,0.377603,9.6e-05,0.000559,0.000369,0.024593,0.000284,0.000125,0.008533,0.004402,0.00248,660,120,4,48,6
40,0.387467,9.9e-05,0.000464,0.000408,0.024537,0.00028,0.000126,0.008052,0.00453,0.002495,660,120,4,48,6
41,0.397345,9.8e-05,0.000465,0.000409,0.024755,0.000282,0.000131,0.007927,0.004538,0.002519,660,120,4,48,6
42,0.407236,0.000106,0.00046,0.000444,0.025019,0.000326,0.000105,0.008101,0.004526,0.002479,660,120,4,48,6
43,0.417141,0.0001,0.000479,0.00041,0.024763,0.000279,0.000126,0.00822,0.004408,0.002482,660,120,4,48,6
44,0.42706,9.7e-05,0.000545,0.00035,0.025269,0.000331,0.000105,0.008205,0.004465,0.002514,660,120,4,48,6
45,0.436994,0.000109,0.000478,0.000409,0.025131,0.000283,0.000125,0.008475,0.004389,0.002502,660,120,4,48,6
46,0.446942,0.000101,0.000458,0.000414,0.024933,0.000282,0.000125,0.008771,0.004458,0.002469,660,120,4,48,6
47,0.456904,9.9e-05,0.000555,0.000365,0.024696,0.000277,0.000126,0.008477,0.004372,0.002482,660,120,4,48,6
48,0.466882,9.8e-05,0.000471,0.000408,0.025573,0.000279,0.000127,0.008593,0.004493,0.002516,660,120,4,48,6
49,0.476874,9.8e-05,0.000467,0.000473,0.024788,0.000284,0.000123,0.008079,0.004492,0.002502,660,120,4,48,6
50,0.48688,0.000102,0.000481,0.000409,0.025255,0.00028,0.000127,0.008284,0.00449,0.002493,660,120,4,48,6
