,Timestep,timestep_time_taken,compute_velocity_time_taken,rhs_time_taken,possion_time_taken,update_velocity_time_taken,boundary_time_taken,sync_time_taken,possion_p_loop_time_taken,possion_res_loop_time_taken,x,y,sbatch_nodes,sbatch_tasks,omp_threads
0,0.0,0.006781,0.093434,0.014431,3.37372,0.014054,0.001878,0.06278,2.061413,1.211238,8000,1600,4,48,2
1,0.000132,0.005307,0.093365,0.014444,3.380369,0.014142,0.001858,0.066316,2.068085,1.215516,8000,1600,4,48,2
2,0.000264,0.005246,0.103793,0.015525,3.386859,0.015719,0.001756,0.075389,2.071737,1.218365,8000,1600,4,48,2
3,0.000395,0.005332,0.114796,0.017249,3.376405,0.015372,0.00204,0.083292,2.067943,1.216385,8000,1600,4,48,2
4,0.000527,0.005325,0.125014,0.018628,3.380154,0.016861,0.002056,0.09861,2.06683,1.216176,8000,1600,4,48,2
5,0.000659,0.005313,0.134329,0.019975,3.384866,0.017111,0.001768,0.107202,2.070756,1.217079,8000,1600,4,48,2
6,0.000791,0.005297,0.140063,0.02078,3.382337,0.016925,0.001888,0.110866,2.072877,1.219427,8000,1600,4,48,2
7,0.000923,0.005338,0.143662,0.021275,3.38431,0.016777,0.001983,0.114599,2.064338,1.214259,8000,1600,4,48,2
8,0.001054,0.005286,0.14656,0.021604,3.388321,0.017801,0.001959,0.115475,2.079737,1.225837,8000,1600,4,48,2
9,0.001186,0.005315,0.149144,0.021928,3.383115,0.017075,0.001788,0.121788,2.073094,1.220784,8000,1600,4,48,2
10,0.001318,0.005345,0.150799,0.022106,3.383835,0.017294,0.001984,0.121413,2.066886,1.216164,8000,1600,4,48,2
11,0.00145,0.005339,0.152699,0.02237,3.394034,0.016899,0.002023,0.126309,2.066179,1.214245,8000,1600,4,48,2
12,0.001582,0.005307,0.154345,0.022558,3.376855,0.017358,0.001821,0.123104,2.066864,1.215934,8000,1600,4,48,2
13,0.001713,0.005324,0.156164,0.022658,3.376208,0.017221,0.002032,0.12388,2.066563,1.214925,8000,1600,4,48,2
14,0.001845,0.005335,0.159249,0.022846,3.378689,0.017622,0.002068,0.130283,2.060081,1.21153,8000,1600,4,48,2
15,0.001977,0.005268,0.162528,0.023561,3.378328,0.017588,0.002128,0.13156,2.069372,1.216276,8000,1600,4,48,2
16,0.002109,0.005302,0.166049,0.023557,3.385638,0.017808,0.002019,0.135805,2.063091,1.213568,8000,1600,4,48,2
17,0.002241,0.005351,0.16844,0.023942,3.377431,0.018082,0.001832,0.13467,2.069937,1.219103,8000,1600,4,48,2
18,0.002372,0.00531,0.169424,0.023916,3.386433,0.018064,0.002037,0.137689,2.069292,1.216718,8000,1600,4,48,2
19,0.002504,0.005351,0.169745,0.023881,3.371116,0.018027,0.002051,0.138838,2.061029,1.211883,8000,1600,4,48,2
20,0.002636,0.005292,0.171399,0.023839,3.378206,0.018197,0.002034,0.141915,2.060334,1.211641,8000,1600,4,48,2
21,0.002768,0.005238,0.171828,0.024112,3.382037,0.017983,0.001981,0.135903,2.070826,1.217757,8000,1600,4,48,2
22,0.0029,0.005301,0.172023,0.024149,3.369878,0.018041,0.001921,0.137306,2.066978,1.214898,8000,1600,4,48,2
23,0.003031,0.005331,0.172592,0.024516,3.384348,0.018234,0.001814,0.136157,2.073331,1.219791,8000,1600,4,48,2
24,0.003163,0.005373,0.172427,0.024218,3.378583,0.018367,0.001751,0.135119,2.070149,1.217439,8000,1600,4,48,2
25,0.003295,0.005321,0.172536,0.024154,3.388205,0.018087,0.002085,0.136615,2.074588,1.221381,8000,1600,4,48,2
26,0.003427,0.005303,0.172253,0.024229,3.394338,0.018062,0.002141,0.141336,2.071642,1.219219,8000,1600,4,48,2
27,0.003559,0.005277,0.172657,0.024295,3.390175,0.017948,0.002068,0.141953,2.066299,1.215286,8000,1600,4,48,2
28,0.00369,0.005247,0.172669,0.02445,3.406254,0.01804,0.002149,0.143809,2.075552,1.221496,8000,1600,4,48,2
29,0.003822,0.005319,0.173509,0.024202,3.390102,0.018223,0.001824,0.142294,2.059346,1.211971,8000,1600,4,48,2
