,Timestep,timestep_time_taken,compute_velocity_time_taken,rhs_time_taken,possion_time_taken,update_velocity_time_taken,boundary_time_taken,x,y,sbatch_nodes,sbatch_tasks,omp_threads
0,0.0,0.000581,0.009881,0.001779,0.255131,0.001306,0.000605,1000,200,2,16,8
1,0.008435,0.000417,0.008196,0.001261,0.22698,0.001385,0.000486,1000,200,2,16,8
2,0.015503,0.000445,0.009373,0.001466,0.225684,0.001431,0.000458,1000,200,2,16,8
3,0.021906,0.000471,0.010188,0.001583,0.218925,0.001705,0.000466,1000,200,2,16,8
4,0.028049,0.000343,0.010371,0.001582,0.198948,0.00143,0.000475,1000,200,2,16,8
5,0.034028,0.000381,0.010509,0.001601,0.20008,0.001428,0.00044,1000,200,2,16,8
6,0.039904,0.000372,0.01071,0.001614,0.192495,0.001431,0.000456,1000,200,2,16,8
7,0.045732,0.00034,0.010823,0.001628,0.193398,0.001428,0.000442,1000,200,2,16,8
8,0.051521,0.000344,0.011003,0.001656,0.189073,0.001439,0.000441,1000,200,2,16,8
9,0.057231,0.00034,0.011144,0.001667,0.197308,0.001625,0.000455,1000,200,2,16,8
10,0.062871,0.000347,0.011126,0.001661,0.194818,0.001417,0.000462,1000,200,2,16,8
11,0.068462,0.000377,0.011136,0.001668,0.193022,0.001419,0.000426,1000,200,2,16,8
12,0.074023,0.000347,0.011056,0.001689,0.188652,0.001392,0.000438,1000,200,2,16,8
13,0.07958,0.00034,0.011045,0.001691,0.18351,0.001695,0.000431,1000,200,2,16,8
14,0.085152,0.000342,0.011063,0.001696,0.188141,0.001442,0.000483,1000,200,2,16,8
15,0.090753,0.000339,0.011119,0.001661,0.186399,0.00143,0.000455,1000,200,2,16,8
16,0.09638,0.000355,0.011138,0.00167,0.185547,0.0014,0.000375,1000,200,2,16,8
17,0.102041,0.00034,0.011054,0.001689,0.171927,0.001396,0.000372,1000,200,2,16,8
18,0.107743,0.00034,0.01106,0.001688,0.173821,0.001417,0.00036,1000,200,2,16,8
19,0.113488,0.00034,0.011048,0.001693,0.191692,0.001429,0.000488,1000,200,2,16,8
20,0.119277,0.000346,0.011112,0.001688,0.178103,0.001432,0.000422,1000,200,2,16,8
21,0.125107,0.000349,0.011145,0.001712,0.190043,0.001436,0.000457,1000,200,2,16,8
22,0.130979,0.000338,0.011075,0.001734,0.189443,0.001435,0.000432,1000,200,2,16,8
23,0.13689,0.000351,0.011099,0.001703,0.191114,0.00146,0.000479,1000,200,2,16,8
24,0.142834,0.000346,0.011466,0.001814,0.189103,0.001427,0.000401,1000,200,2,16,8
25,0.1488,0.000353,0.011046,0.001734,0.182674,0.001422,0.000391,1000,200,2,16,8
26,0.154787,0.00034,0.011089,0.001737,0.183461,0.001401,0.000405,1000,200,2,16,8
27,0.160795,0.000344,0.011285,0.001717,0.189762,0.001708,0.00045,1000,200,2,16,8
28,0.166821,0.000346,0.011368,0.001773,0.193624,0.001426,0.000448,1000,200,2,16,8
29,0.172867,0.000397,0.012652,0.001869,0.190424,0.001508,0.000455,1000,200,2,16,8
30,0.178929,0.000338,0.011392,0.001727,0.188942,0.00143,0.000442,1000,200,2,16,8
31,0.185009,0.000378,0.011471,0.001749,0.187724,0.001413,0.000463,1000,200,2,16,8
32,0.191105,0.000345,0.011501,0.001905,0.192058,0.001444,0.000438,1000,200,2,16,8
33,0.197217,0.000357,0.011502,0.001783,0.192745,0.001439,0.000447,1000,200,2,16,8
34,0.203343,0.00034,0.011431,0.001745,0.186943,0.001433,0.000438,1000,200,2,16,8
