,Timestep,timestep_time_taken,compute_velocity_time_taken,rhs_time_taken,possion_time_taken,update_velocity_time_taken,boundary_time_taken,sync_time_taken,possion_p_loop_time_taken,possion_res_loop_time_taken,x,y,sbatch_nodes,sbatch_tasks,omp_threads
0,0.0,0.000951,0.003516,0.002541,0.091621,0.001644,0.000209,2.6e-05,0.056916,0.033183,1000,200,1,12,5
1,0.008435,0.000686,0.004256,0.002005,0.083185,0.00171,0.000195,1.4e-05,0.051686,0.030368,1000,200,1,12,5
2,0.015503,0.000608,0.004358,0.002134,0.082589,0.001783,0.000189,1.4e-05,0.051348,0.030154,1000,200,1,12,5
3,0.021906,0.000614,0.004361,0.002263,0.082483,0.001843,0.000189,1.3e-05,0.05121,0.030185,1000,200,1,12,5
4,0.028049,0.000613,0.004337,0.002375,0.082177,0.001893,0.000189,1.3e-05,0.05104,0.030043,1000,200,1,12,5
5,0.034028,0.000607,0.004466,0.002475,0.082858,0.001945,0.000189,1.3e-05,0.051678,0.030119,1000,200,1,12,5
6,0.039904,0.000613,0.004537,0.002563,0.082691,0.001976,0.000189,1.3e-05,0.051363,0.030288,1000,200,1,12,5
7,0.045732,0.000613,0.004501,0.002658,0.083538,0.002015,0.000194,1.3e-05,0.051895,0.030533,1000,200,1,12,5
8,0.051521,0.000608,0.00464,0.002725,0.082961,0.002053,0.000189,1.3e-05,0.051378,0.030482,1000,200,1,12,5
9,0.057231,0.000618,0.004528,0.002798,0.08212,0.00208,0.000189,1.3e-05,0.051058,0.029954,1000,200,1,12,5
10,0.062871,0.000613,0.004533,0.002869,0.083517,0.002835,0.000189,1.3e-05,0.051949,0.030461,1000,200,1,12,5
11,0.068462,0.000614,0.004547,0.002911,0.082675,0.002103,0.000189,1.3e-05,0.051178,0.03031,1000,200,1,12,5
12,0.074023,0.000613,0.004537,0.002922,0.082084,0.002097,0.000194,1.3e-05,0.051006,0.029985,1000,200,1,12,5
13,0.07958,0.000607,0.004541,0.002942,0.082131,0.002097,0.000189,1.3e-05,0.050878,0.030145,1000,200,1,12,5
14,0.085152,0.000616,0.004561,0.00295,0.082674,0.002097,0.000189,1.3e-05,0.051418,0.03016,1000,200,1,12,5
15,0.090753,0.000618,0.004509,0.002963,0.082478,0.002097,0.000189,1.3e-05,0.051206,0.030188,1000,200,1,12,5
16,0.09638,0.000613,0.004535,0.00298,0.082787,0.002098,0.000189,1.3e-05,0.051431,0.030262,1000,200,1,12,5
17,0.102041,0.000608,0.004572,0.002988,0.082775,0.002098,0.000189,1.3e-05,0.051414,0.030273,1000,200,1,12,5
18,0.107743,0.000607,0.004556,0.003001,0.082912,0.002101,0.000189,1.3e-05,0.051405,0.030382,1000,200,1,12,5
19,0.113488,0.000613,0.004541,0.003018,0.081875,0.002097,0.000194,1.4e-05,0.050838,0.029914,1000,200,1,12,5
20,0.119277,0.000607,0.004566,0.003032,0.081893,0.002097,0.000189,1.3e-05,0.050791,0.029988,1000,200,1,12,5
21,0.125107,0.000613,0.004599,0.00304,0.082331,0.002097,0.000189,1.3e-05,0.051072,0.030213,1000,200,1,12,5
22,0.130979,0.000613,0.004546,0.003051,0.082399,0.002098,0.000189,1.3e-05,0.051325,0.030023,1000,200,1,12,5
23,0.13689,0.000613,0.004562,0.003067,0.082839,0.002097,0.000189,1.4e-05,0.051476,0.030315,1000,200,1,12,5
24,0.142834,0.000613,0.004559,0.003077,0.083976,0.002097,0.000189,1.3e-05,0.052239,0.030607,1000,200,1,12,5
25,0.1488,0.00062,0.004548,0.003089,0.082505,0.002097,0.000189,1.4e-05,0.051242,0.030124,1000,200,1,12,5
26,0.154787,0.000613,0.004529,0.003105,0.082216,0.002099,0.000189,1.3e-05,0.051101,0.029983,1000,200,1,12,5
27,0.160795,0.000613,0.004596,0.003116,0.083148,0.002101,0.000189,1.3e-05,0.051535,0.03048,1000,200,1,12,5
28,0.166821,0.000607,0.004537,0.003125,0.082216,0.002099,0.0002,1.3e-05,0.050927,0.030192,1000,200,1,12,5
29,0.172867,0.000608,0.004569,0.003133,0.082867,0.002098,0.000189,1.3e-05,0.051566,0.030211,1000,200,1,12,5
30,0.178929,0.000619,0.004559,0.003139,0.082224,0.002097,0.000189,1.3e-05,0.051067,0.030121,1000,200,1,12,5
31,0.185009,0.000613,0.004532,0.003141,0.082569,0.002839,0.000189,1.3e-05,0.051379,0.030035,1000,200,1,12,5
32,0.191105,0.000613,0.004561,0.003141,0.082334,0.002098,0.000189,1.3e-05,0.050956,0.030294,1000,200,1,12,5
